"Cycle_Index","Discharge_Capacity (Ah)"
"3537","0.835"
"3538","0.835"
"3539","0.835"
"3540","0.834"
"3541","0.835"
"3542","0.835"
"3543","0.834"
"3544","0.834"
"3545","0.834"
"3546","0.834"
"3547","0.834"
"3549","0.834"
"3550","0.834"
"3551","0.834"
"3552","0.878"
"3555","0"
"3557","0.901"
"3558","0.901"
"3559","1.722"
"3560","0.859"
"3562","0.858"
"3563","0.857"
"3565","0.856"
"3566","0.855"
"3567","0.854"
"3568","0.854"
"3569","0.854"
"3570","0.853"
"3571","0.852"
"3572","0.852"
"3573","0.851"
"3574","0.851"
"3575","0.851"
"3576","0.85"
"3577","0.85"
"3578","0.85"
"3579","0.849"
"3581","0.849"
"3582","0.848"
"3584","0.848"
"3585","0.847"
"3586","0.848"
"3587","0.847"
"3588","0.847"
"3589","0.847"
"3590","0.846"
"3591","0.846"
"3592","0.846"
"3593","0.846"
"3594","0.846"
"3596","0.846"
"3597","0.845"
"3598","0.845"
"3599","0.845"
"3601","0.845"
"3602","0.845"
"3604","0.844"
"3605","0.844"
"3606","0.844"
"3607","0.843"
"3608","0.843"
"3610","0.843"
"3611","0.843"
"3612","0.842"
"3613","0.842"
"3614","0.842"
"3616","0.842"
"3617","0.842"
"3618","0.841"
"3619","0.841"
"3620","0.841"
"3621","0.841"
"3623","0.841"
"3624","0.841"
"3625","0.841"
"3626","0.84"
"3627","0.84"
"3628","0.84"
"3629","0.84"
"3630","0.84"
"3631","0.84"
"3632","0.84"
"3634","0.839"
"3635","0.839"
"3636","0.839"
"3637","0.839"
"3638","0.839"
"3641","0.838"
"3642","0.838"
"3643","0.838"
"3645","0.838"
"3646","0.838"
"3647","0.838"
"3648","0.837"
"3649","0.837"
"3650","0.837"
"3651","0.837"
"3652","0.837"
"3653","0.837"
"3654","0.837"
"3656","0.837"
"3657","0.836"
"3658","0.837"
"3659","0.836"
"3660","0.836"
"3662","0.836"
"3663","0.836"
"3664","0.836"
"3665","0.835"
"3666","0.835"
"3667","0.835"
"3668","0.835"
"3669","0.835"
"3671","0.835"
"3672","0.835"
"3674","0.834"
"3675","0.834"
"3677","0.834"
"3678","0.834"
"3679","0.834"
"3680","0.834"
"3681","0.834"
"3682","0.833"
"3683","0.833"
"3684","0.833"
"3686","0.833"
"3687","0.833"
"3688","0.833"
"3689","0.833"
"3690","0.833"
"3691","0.833"
"3693","0.832"
"3694","0.833"
"3695","0.832"
"3696","0.832"
"3698","0.832"
"3699","0.832"
"3700","0.832"
"3701","0.832"
"3702","0.832"
"3704","0.832"
"3705","0.832"
"3706","0.831"
"3707","0.831"
"3708","0.831"
"3709","0.831"
"3710","0.831"
"3711","0.831"
"3712","0.831"
"3713","0.83"
"3714","0.83"
"3715","0.83"
"3716","0.83"
"3718","0.83"
"3719","0.83"
"3720","0.83"
"3721","0.83"
"3723","0.83"
"3724","0.829"
"3725","0.829"
"3726","0.829"
"3727","0.829"
"3728","0.829"
"3729","0.829"
"3730","0.829"
"3731","0.828"
"3732","0.828"
"3733","0.828"
"3734","0.828"
"3735","0.828"
"3736","0.828"
"3738","0.828"
"3739","0.828"
"3740","0.828"
"3741","0.827"
"3743","0.827"
"3744","0.827"
"3746","0.826"
"3747","0.826"
"3748","0.826"
"3749","0.826"
"3750","0.826"
"3751","0.826"
"3752","0.826"
"3753","0.826"
"3754","0.826"
"3756","0.826"
"3757","0.826"
"3758","0.826"
"3759","0.826"
"3760","0.826"
"3761","0.826"
"3762","0.826"
"3763","0.826"
"3765","0.825"
"3766","0.825"
"3767","0.825"
"3768","0.825"
"3769","0.825"
"3770","0.825"
"3771","0.825"
"3772","0.824"
"3773","0.824"
"3774","0.824"
"3775","0.824"
"3776","0.824"
"3777","0.824"
"3778","0.824"
"3779","0.824"
"3780","0.824"
"3782","0.823"
"3783","0.823"
"3784","0.823"
"3785","0.823"
"3786","0.823"
"3788","0.823"
"3789","0.823"
"3791","0.823"
"3792","0.822"
"3793","0.822"
"3794","0.822"
"3795","0.822"
"3797","0.822"
"3798","0.822"
"3799","0.821"
"3800","0.821"
"3801","0.821"
"3804","0.821"
"3805","0.821"
"3806","0.821"
"3807","0.821"
"3808","0.821"
"3809","0.821"
"3810","0.82"
"3811","0.82"
"3812","0.82"
"3813","0.82"
"3814","0.82"
"3815","0.82"
"3816","0.82"
"3817","0.82"
"3818","0.819"
"3819","0.819"
"3820","0.819"
"3821","0.819"
"3822","0.819"
"3823","0.819"
"3825","0.819"
"3826","0.819"
"3827","0.819"
"3828","0.819"
"3829","0.819"
"3831","0.818"
"3832","0.818"
"3833","0.818"
"3834","0.818"
"3835","0.818"
"3836","0.818"
"3837","0.818"
"3838","0.817"
"3839","0.817"
"3840","0.817"
"3841","0.817"
"3843","0.817"
"3844","0.817"
"3845","0.817"
"3847","0.817"
"3848","0.817"
"3849","0.816"
"3850","0.816"
"3851","0.816"
"3852","0.816"
"3853","0.816"
"3854","0.816"
"3855","0.816"
"3857","0.816"
"3858","0.816"
"3859","0.815"
"3860","0.815"
"3861","0.815"
"3862","0.815"
"3863","0.815"
"3864","0.815"
"3865","0.815"
"3866","0.815"
"3867","0.815"
"3868","0.815"
"3869","0.815"
"3870","0.814"
"3871","0.814"
"3872","0.814"
"3874","0.814"
"3875","0.814"
"3876","0.814"
"3877","0.814"
"3878","0.814"
"3879","0.813"
"3880","0.814"
"3881","0.814"
"3882","0.814"
"3883","0.814"
"3884","0.814"
"3885","0.813"
"3886","0.813"
"3887","0.813"
"3888","0.813"
"3889","0.813"
"3890","0.812"
"3891","0.812"
"3892","0.812"
"3894","0.812"
"3895","0.812"
"3896","0.812"
"3897","0.812"
"3898","0.812"
"3899","0.812"
"3900","0.811"
"3901","0.811"
"3902","0.811"
"3903","0.811"
"3904","0.811"
"3905","0.811"
"3906","0.811"
"3907","0.811"
"3908","0.811"
"3909","0.811"
"3910","0.81"
"3911","0.81"
"3913","0.81"
"3914","0.81"
"3915","0.81"
"3917","0.81"
"3918","0.81"
"3919","0.81"
"3920","0.81"
"3921","0.809"
"3922","0.81"
"3923","0.81"
"3924","0.809"
"3925","0.809"
"3926","0.809"
"3927","0.809"
"3928","0.809"
"3929","0.808"
"3930","0.809"
"3931","0.809"
"3932","0.809"
"3933","0.809"
"3934","0.809"
"3935","0.808"
"3936","0.808"
"3937","0.808"
"3938","0.808"
"3939","0.808"
"3940","0.808"
"3941","0.808"
"3942","0.808"
"3944","0.808"
"3945","0.807"
"3946","0.808"
"3947","0.808"
"3948","0.807"
"3949","0.807"
"3950","0.807"
"3951","0.807"
"3952","0.807"
"3953","0.807"
"3954","0.807"
"3955","0.807"
"3956","0.807"
"3957","0.807"
"3958","0.806"
"3959","0.806"
"3960","0.806"
"3961","0.806"
"3962","0.806"
"3963","0.806"
"3964","0.806"
"3965","0.806"
"3966","0.805"
"3968","0.805"
"3969","0.805"
"3970","0.805"
"3972","0.805"
"3973","0.805"
"3974","0.805"
"3975","0.805"
"3977","0.805"
"3978","0.804"
"3979","0.804"
"3980","0.804"
"3981","0.804"
"3983","0.804"
"3984","0.804"
"3985","0.804"
"3986","0.804"
"3987","0.804"
"3988","0.803"
"3989","0.804"
"3990","0.803"
"3991","0.803"
"3992","0.803"
"3993","0.803"
"3994","0.803"
"3995","0.803"
"3996","0.803"
"3997","0.803"
"3998","0.803"
"3999","0.803"
"4000","0.803"
"4001","0.802"
"4002","0.802"
"4003","0.802"
"4004","0.802"
"4005","0.802"
"4006","0.802"
"4007","0.802"
"4008","0.802"
"4009","0.802"
"4010","0.802"
"4011","0.801"
"4012","0.801"
"4013","0.801"
"4014","0.801"
"4015","0.801"
"4016","0.801"
"4017","0.801"
"4018","0.801"
"4019","0.801"
"4020","0.801"
"4021","0.801"
"4023","0.8"
"4024","0.8"
"4025","0.8"
"4026","0.8"
"4027","0.8"
"4028","0.8"
"4031","0.8"
"4032","0.8"
"4033","0.8"
"4034","0.799"
"4035","0.799"
"4036","0.799"
"4037","0.799"
"4038","0.799"
"4039","0.799"
"4040","0.799"
"4041","0.799"
"4042","0.799"
"4043","0.799"
"4044","0.799"
"4045","0.799"
"4046","0.798"
"4047","0.798"
"4048","0.798"
"4049","0.798"
"4050","0.798"
"4051","0.798"
"4052","0.798"
"4053","0.798"
"4054","0.798"
"4055","0.797"
"4056","0.797"
"4057","0.797"
"4058","0.797"
